"","Temp_mean","STA","DHM","Rainfall","DHW","Hurricane","Octocoral","Scleractinian","Macroalgae","CTB"
"1990",27.4214246575342,-0.34109356645515,0.206842000000002,106.4,0,0,52,38.86,12.05,22.9
"1991",27.3249859943978,-0.437532229591636,0.00746466666666687,86,0,0,47,39.0366666666667,5.31666666666667,18.8666666666667
"1992",27.4854098360656,-0.277108387923821,0.0874580000000008,122.6,0,0,49,37.5277777777778,3.02777777777778,22.4444444444444
"1993",27.5643835616438,-0.198134662345559,0,111.6,0,0,45,39.14,4.94,17.2433333333333
"1994",27.3959726027397,-0.366545621249671,0,68.1,0,0,48,39.83,10.0266666666667,11.9766666666667
"1995",27.8069662921348,0.0444480681454351,0.109845333333335,102.4,0,3,56,38.85,7.4,14.7166666666667
"1996",27.342349726776,-0.420168497213439,0,116.3,0,1,52,38.9193548387097,12.7870967741935,12.6645161290323
"1997",27.808127090301,0.045608866311607,0.0469900000000005,92.5,0,0,31,41.6666666666667,10.35,9.88333333333333
"1998",28.1709863013699,0.408468077380466,0.901411333333337,123.5,0,2,40,43.3766666666667,12.8333333333333,13.65
"1999",27.9946849315068,0.232166707517454,1.085078,124.2,0.307994285714286,2,33,43.48,17.4433333333333,12.69
"2000",27.4825484764543,-0.279969747535102,0.0473873333333343,100.2,0,0,25,43.09,18.69,13.57
"2001",27.7259178082192,-0.0366004157702164,0.130919333333334,128,0,0,23,43.7833333333333,10.5433333333333,15.3666666666667
"2002",27.6913424657534,-0.0711757582359702,0.0254580000000004,94.5,0,0,18,48.7633333333333,15.48,18.24
"2003",27.986270718232,0.22375249424265,0.85841466666667,137.7,0,0,24,47.0833333333333,9.36333333333333,16.4266666666667
"2004",27.7518333333333,-0.0106848906560622,0.275636666666669,120.9,0,0,24,40.7566666666667,13.77,10.2733333333333
"2005",28.2139554317549,0.45143720776548,2.29584933333334,111.3,5.12277142857143,0,39,41.97,19.0466666666667,33.2666666666667
"2006",28.0300831024931,0.267564878503677,0.720495333333336,114.2,0,0,34,34.5566666666667,36.14,27.94
"2007",28.029943977591,0.267425753601639,0.415899333333336,130.7,0,0,33,24.3133333333333,35.23,37.3733333333333
"2008",27.4743055555556,-0.28821266843384,0.159044000000002,141,0,0,28,34.8966666666667,12.5633333333333,49.8666666666667
"2009",27.650138121547,-0.112380102442433,0.212441333333335,107.4,0,0,36,30.7333333333333,18.26,45.19
"2010",28.3392797783934,0.576761554403955,0.994677333333337,186,0.608845714285715,1,47,28.0333333333333,26.1466666666667,34.89
"2011",27.7270083102493,-0.0355099137400892,0.201508666666668,140.4,0,0,44,28.5466666666667,27.6266666666667,40.92
"2012",27.8583379501385,0.0958197261491094,0.68942466666667,91,0,0,44,33.7833333333333,35.8033333333333,25.0433333333333
"2013",27.8004444444444,0.0379262204550486,0.662502000000002,141.7,0.143997142857143,0,44,28.3066666666667,29.93,37.6333333333333
"2014",27.8845152354571,0.121997011467666,0.524963333333336,127.5,0,0,NA,27.6066666666667,32.1566666666667,31.2966666666667
"2015",28.0706703910615,0.308152167072056,1.02869066666667,96.9,0.146854285714286,0,NA,28.3766666666667,42.96,21.81
"2016",28.2574238227147,0.494905598725286,1.071536,117,0,0,NA,30.02,7.51,56.7166666666667
"2017",27.9625,0.199981776010603,0.277380666666668,194,0.339422857142858,10,NA,29.2216666666667,46.9183333333333,17.3616666666667
